ilan_no;baslik;fiyat;konut_tipi;oda_sayisi;m2;bulundugu_kat;bina_yasi;isinma_tipi;tapu_durumu;banyo_sayisi;kat_sayisi;krediye_uygun;esya_durumu;firma_adi;ilan_tarihi;konum;url
56871-3023;Satılık Daire - Ankara / Mamak / Kartaltepe Mah.;3000000;Satılık Daire;3 +                          1;110;1. Kat;38;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;15.02.2026;Ankara / Mamak / Kartaltepe Mah.;https://www.hepsiemlak.com/ankara-mamak-kartaltepe-satilik/daire/56871-3023
133912-686;Satılık Daire - Ankara / Mamak / Küçük Kayaş Mah.;5100000;Satılık Daire;3 +                          1;140;4. Kat;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;6;Evet;Boş;Kaya Grup Gayrimenkul;15.02.2026;Ankara / Mamak / Küçük Kayaş Mah.;https://www.hepsiemlak.com/ankara-mamak-kucuk-kayas-satilik/daire/133912-686
144359-412;Satılık Daire - Ankara / Etimesgut / Piyade Mah.;3679000;Satılık Daire;2 +                          1;100;1. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Good Invest Kaynak Gayrimenkul;15.02.2026;Ankara / Etimesgut / Piyade Mah.;https://www.hepsiemlak.com/ankara-etimesgut-piyade-satilik/daire/144359-412
22936-831;Satılık Daire - Ankara / Çankaya / Ayrancı Mah.;5750000;Satılık Daire;3 +                          1;110;1. Kat;45;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;16.02.2026;Ankara / Çankaya / Ayrancı Mah.;https://www.hepsiemlak.com/ankara-cankaya-ayranci-satilik/daire/22936-831
56007-3179;Satılık Daire - Ankara / Mamak / Aşık Veysel Mah.;2900000;Satılık Daire;3 +                          1;100;1. Kat;32;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Kaçmaz Emlak Çankaya Temsilciliği;14.02.2026;Ankara / Mamak / Aşık Veysel Mah.;https://www.hepsiemlak.com/ankara-mamak-asik-veysel-satilik/daire/56007-3179
166490-16;Satılık Daire - Ankara / Altındağ / Feridun Çelik Mah.;4600000;Satılık Daire;3 +                          1;130;6. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;-;14.02.2026;Ankara / Altındağ / Feridun Çelik Mah.;https://www.hepsiemlak.com/ankara-altindag-feridun-celik-satilik/daire/166490-16
155804-35;Satılık Daire - Ankara / Etimesgut / Güzelkent Mah.;4650000;Satılık Daire;3 +                          1;118;4. Kat;21;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Eryaman Efor Emlak;14.02.2026;Ankara / Etimesgut / Güzelkent Mah.;https://www.hepsiemlak.com/ankara-etimesgut-guzelkent-satilik/daire/155804-35
160826-55;Satılık Daire - Ankara / Altındağ / Aydınlıkevler Mah.;3850000;Satılık Daire;3 +                          1;110;1. Kat;50;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Ada Emlak;14.02.2026;Ankara / Altındağ / Aydınlıkevler Mah.;https://www.hepsiemlak.com/ankara-altindag-aydinlikevler-satilik/daire/160826-55
163191-24;Satılık Daire - Ankara / Keçiören / Karşıyaka Mah.;2650000;Satılık Daire;2 +                          1;110;Kot 1;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Demirdağ Gayrimenkul;14.02.2026;Ankara / Keçiören / Karşıyaka Mah.;https://www.hepsiemlak.com/ankara-kecioren-karsiyaka-satilik/daire/163191-24
163111-100;Satılık Daire - Ankara / Akyurt / Yeşiltepe Mah.;2250000;Satılık Daire;3 +                          1;115;3. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;14.02.2026;Ankara / Akyurt / Yeşiltepe Mah.;https://www.hepsiemlak.com/ankara-akyurt-yesiltepe-satilik/daire/163111-100
85725-3907;Satılık Daire - Ankara / Sincan / Saraycık Mah.;6999000;Satılık Daire;4 +                          1;166;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Arsev Gayrimenkul;14.02.2026;Ankara / Sincan / Saraycık Mah.;https://www.hepsiemlak.com/ankara-sincan-saraycik-satilik/daire/85725-3907
165256-87;Satılık Daire - Ankara / Keçiören / Hisar Mah.;5850000;Satılık Daire;3 +                          1;155;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Neziroğlu Emlak;14.02.2026;Ankara / Keçiören / Hisar Mah.;https://www.hepsiemlak.com/ankara-kecioren-hisar-satilik/daire/165256-87
158306-140;Satılık Daire - Ankara / Keçiören / Esertepe Mah.;4590000;Satılık Daire;6 +                          1;260;4. Kat;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Turan Gözüm Gayrimenkul;16.02.2026;Ankara / Keçiören / Esertepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-esertepe-satilik/daire/158306-140
151487-264;Satılık Daire - Ankara / Polatlı / Şehitlik Mah.;4250000;Satılık Daire;4 +                          1;180;4. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Altın Değer Gayrimenkul;13.02.2026;Ankara / Polatlı / Şehitlik Mah.;https://www.hepsiemlak.com/ankara-polatli-sehitlik-satilik/daire/151487-264
42956-2805;Satılık Daire - Ankara / Gölbaşı / İncek Mah.;4300000;Satılık Daire;1 +                          1;55;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;İncek Emlak;13.02.2026;Ankara / Gölbaşı / İncek Mah.;https://www.hepsiemlak.com/ankara-golbasi-incek-satilik/daire/42956-2805
155679-98;Satılık Daire - Ankara / Keçiören / Yeşiltepe Mah.;6000000;Satılık Daire;3 +                          1;130;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Ay Işığı 1071 Gayrimenkul;13.02.2026;Ankara / Keçiören / Yeşiltepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-yesiltepe-satilik/daire/155679-98
144321-396;Satılık Daire - Ankara / Çankaya / Büyükesat Mah.;8850000;Satılık Daire;3 +                          1;110;1. Kat;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Remax Artı;12.02.2026;Ankara / Çankaya / Büyükesat Mah.;https://www.hepsiemlak.com/ankara-cankaya-buyukesat-satilik/daire/144321-396
41553-8266;Satılık Daire - Ankara / Çankaya / Cevizlidere Mah.;11950000;Satılık Daire;3 +                          1;160;3. Kat;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Ckm Gayrimenkul;12.02.2026;Ankara / Çankaya / Cevizlidere Mah.;https://www.hepsiemlak.com/ankara-cankaya-cevizlidere-satilik/daire/41553-8266
7000-4798;Satılık Daire - Ankara / Yenimahalle / Yuvaköy Mah.;13250000;Satılık Daire;4 +                          1;230;6. Kat;5;Kombi (Doğalgaz);Kat Mülkiyeti;1;16;Evet;Boş;Batıkent Emlak;16.02.2026;Ankara / Yenimahalle / Yuvaköy Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-yuvakoy-satilik/daire/7000-4798
166259-2;Satılık Daire - Ankara / Çankaya / Anıttepe Mah.;6500000;Satılık Daire;3 +                          1;125;Yüksek Giriş;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Cumhuriyet Gayrimenkul;12.02.2026;Ankara / Çankaya / Anıttepe Mah.;https://www.hepsiemlak.com/ankara-cankaya-anittepe-satilik/daire/166259-2
128355-2467;Satılık Daire - Ankara / Mamak / Akdere Mah.;1999000;Satılık Daire;2 +                          1;100;Kot 3;21;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Birikim Emlak;12.02.2026;Ankara / Mamak / Akdere Mah.;https://www.hepsiemlak.com/ankara-mamak-akdere-satilik/daire/128355-2467
160818-116;Satılık Daire - Ankara / Mamak / Gülveren Mah.;1765000;Satılık Daire;2 +                          1;70;1. Kat;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Yılmaz Gayrimenkul;12.02.2026;Ankara / Mamak / Gülveren Mah.;https://www.hepsiemlak.com/ankara-mamak-gulveren-satilik/daire/160818-116
84584-106;Satılık Daire - Ankara / Mamak / Yeşilbayır Mah.;5500000;Satılık Daire;3 +                          1;140;8. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;9;Evet;Boş;-;11.02.2026;Ankara / Mamak / Yeşilbayır Mah.;https://www.hepsiemlak.com/ankara-mamak-yesilbayir-satilik/daire/84584-106
154375-274;Satılık Daire - Ankara / Çankaya / İlkbahar Mah.;7800000;Satılık Daire;3 +                          1;150;1. Kat;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Gürbüzler Konut Merkezi;14.02.2026;Ankara / Çankaya / İlkbahar Mah.;https://www.hepsiemlak.com/ankara-cankaya-ilkbahar-satilik/daire/154375-274
154097-91;Satılık Daire - Ankara / Etimesgut / Elvan Mah.;4850000;Satılık Daire;3 +                          1;120;3. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Evgör Ankara Gayrimenkul;10.02.2026;Ankara / Etimesgut / Elvan Mah.;https://www.hepsiemlak.com/ankara-etimesgut-elvan-satilik/daire/154097-91
165791-20;Satılık Daire - Ankara / Etimesgut / Yeni Bağlıca Mah.;12750000;Satılık Daire;5 +                          1;195;2. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;10.02.2026;Ankara / Etimesgut / Yeni Bağlıca Mah.;https://www.hepsiemlak.com/ankara-etimesgut-yeni-baglica-satilik/daire/165791-20
153833-250;Satılık Daire - Ankara / Mamak / Harman Mah.;2650000;Satılık Daire;3 +                          1;113;Kot 3;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;9.02.2026;Ankara / Mamak / Harman Mah.;https://www.hepsiemlak.com/ankara-mamak-harman-satilik/daire/153833-250
138290-521;Satılık Daire - Ankara / Sincan / Ulubatlı Hasan Mah.;2850000;Satılık Daire;3 +                          1;120;Bahçe Katı;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;11.02.2026;Ankara / Sincan / Ulubatlı Hasan Mah.;https://www.hepsiemlak.com/ankara-sincan-ulubatli-hasan-satilik/daire/138290-521
67010-353;Satılık Daire - Ankara / Etimesgut / Alsancak Mah.;3450000;Satılık Daire;3 +                          1;130;1. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Viaport Gayrimenkul;10.02.2026;Ankara / Etimesgut / Alsancak Mah.;https://www.hepsiemlak.com/ankara-etimesgut-alsancak-satilik/daire/67010-353
156606-279;Satılık Daire - Ankara / Keçiören / Yükseltepe Mah.;4871000;Satılık Daire;4 +                          1;140;1. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;10.02.2026;Ankara / Keçiören / Yükseltepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-yukseltepe-satilik/daire/156606-279
159613-48;Satılık Daire - Ankara / Çankaya / Oğuzlar Mah.;4550000;Satılık Daire;3 +                          1;105;2. Kat;31;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;-;13.02.2026;Ankara / Çankaya / Oğuzlar Mah.;https://www.hepsiemlak.com/ankara-cankaya-oguzlar-satilik/daire/159613-48
138285-124;Satılık Daire - Ankara / Sincan / Menderes Mah.;3999000;Satılık Daire;2 +                          1;95;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Mb Emlak;12.02.2026;Ankara / Sincan / Menderes Mah.;https://www.hepsiemlak.com/ankara-sincan-menderes-satilik/daire/138285-124
136254-517;Satılık Daire - Ankara / Gölbaşı / İncek Mah.;5850000;Satılık Daire;2 +                          1;105;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Ay Emlak;13.02.2026;Ankara / Gölbaşı / İncek Mah.;https://www.hepsiemlak.com/ankara-golbasi-incek-satilik/daire/136254-517
160837-185;Satılık Daire - Ankara / Keçiören / Güçlükaya Mah.;3545000;Satılık Daire;3 +                          1;130;3. Kat;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;11.02.2026;Ankara / Keçiören / Güçlükaya Mah.;https://www.hepsiemlak.com/ankara-kecioren-guclukaya-satilik/daire/160837-185
156241-304;Satılık Daire - Ankara / Sincan / Fevzi Çakmak Mah.;2749000;Satılık Daire;1 +                          1;89;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Yoldaş Gayrimenkul;11.02.2026;Ankara / Sincan / Fevzi Çakmak Mah.;https://www.hepsiemlak.com/ankara-sincan-fevzi-cakmak-satilik/daire/156241-304
154072-93;Satılık Müstakil Ev - Ankara / Yenimahalle / Uğur Mumcu Mah.;5490000;Satılık Müstakil Ev;4 +                          1;180;Bahçe Katı;31;Kombi (Doğalgaz);Kat Mülkiyeti;1;-;Evet;Boş;Özgür Prıme Estate;11.02.2026;Ankara / Yenimahalle / Uğur Mumcu Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-ugur-mumcu-satilik/mustakil-ev/154072-93
156241-304;Satılık Daire - Ankara / Sincan / Fevzi Çakmak Mah.;2749000;Satılık Daire;1 +                          1;89;Yüksek Giriş;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Yoldaş Gayrimenkul;11.02.2026;Ankara / Sincan / Fevzi Çakmak Mah.;https://www.hepsiemlak.com/ankara-sincan-fevzi-cakmak-satilik/daire/156241-304
154072-93;Satılık Müstakil Ev - Ankara / Yenimahalle / Uğur Mumcu Mah.;5490000;Satılık Müstakil Ev;4 +                          1;180;Bahçe Katı;31;Kombi (Doğalgaz);Kat Mülkiyeti;1;-;Evet;Boş;Özgür Prıme Estate;11.02.2026;Ankara / Yenimahalle / Uğur Mumcu Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-ugur-mumcu-satilik/mustakil-ev/154072-93
39199-267;Satılık Daire - Ankara / Çankaya / Birlik Mah.;7500000;Satılık Daire;3 +                          1;160;3. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Hitit Gayrimenkul;14.02.2026;Ankara / Çankaya / Birlik Mah.;https://www.hepsiemlak.com/ankara-cankaya-birlik-satilik/daire/39199-267
25115-643;Satılık Daire - Ankara / Çankaya / İlker Mah.;6785000;Satılık Daire;5 +                          1;250;3. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Neşe Gayrimenkul;11.02.2026;Ankara / Çankaya / İlker Mah.;https://www.hepsiemlak.com/ankara-cankaya-ilker-satilik/daire/25115-643
22106-915;Satılık Daire - Ankara / Çankaya / Metin Oktay Mah.;4300000;Satılık Daire;3 +                          1;125;En Üst Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Denk Emlak Ofisi;11.02.2026;Ankara / Çankaya / Metin Oktay Mah.;https://www.hepsiemlak.com/ankara-cankaya-metin-oktay-satilik/daire/22106-915
149826-254;Satılık Daire - Ankara / Polatlı / Zafer Mah.;3100000;Satılık Daire;3 +                          1;140;3. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Çağdaş Gayrimenkul;13.02.2026;Ankara / Polatlı / Zafer Mah.;https://www.hepsiemlak.com/ankara-polatli-zafer-satilik/daire/149826-254
54012-38;Satılık Daire - Ankara / Etimesgut / Ahi Mesut Mah.;3849000;Satılık Daire;3 +                          1;150;Kot 1;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;11;Evet;Boş;Teamwork Gayrimenkul;14.02.2026;Ankara / Etimesgut / Ahi Mesut Mah.;https://www.hepsiemlak.com/ankara-etimesgut-ahi-mesut-satilik/daire/54012-38
145283-5;Satılık Daire - Ankara / Kahramankazan / Atatürk Mah.;2600000;Satılık Daire;2 +                          1;100;Giriş Katı;10;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;16.02.2026;Ankara / Kahramankazan / Atatürk Mah.;https://www.hepsiemlak.com/ankara-kahramankazan-ataturk-satilik/daire/145283-5
39766-6461;Satılık Daire - Ankara / Yenimahalle / Anadolu Mah.;3500000;Satılık Daire;2 +                          1;90;Giriş Katı;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Çağrı Emlak Ofisi;16.02.2026;Ankara / Yenimahalle / Anadolu Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-anadolu-satilik/daire/39766-6461
71987-87;Satılık Daire - Ankara / Etimesgut / Turkuaz Mah.;3150000;Satılık Daire;2 +                          1;96;Yüksek Giriş;16;Kombi (Doğalgaz);Kat Mülkiyeti;1;12;Evet;Boş;-;14.02.2026;Ankara / Etimesgut / Turkuaz Mah.;https://www.hepsiemlak.com/ankara-etimesgut-turkuaz-satilik/daire/71987-87
165012-39;Satılık Daire - Ankara / Sincan / Mareşal Çakmak Mah.;3499000;Satılık Daire;3 +                          1;125;3. Kat;21;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;İk Gayrimenkul;12.02.2026;Ankara / Sincan / Mareşal Çakmak Mah.;https://www.hepsiemlak.com/ankara-sincan-maresal-cakmak-satilik/daire/165012-39
107442-223;Satılık Daire - Ankara / Keçiören / Yakacık Mah.;6790000;Satılık Daire;3 +                          1;125;12. Kat;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;-;14.02.2026;Ankara / Keçiören / Yakacık Mah.;https://www.hepsiemlak.com/ankara-kecioren-yakacik-satilik/daire/107442-223
164362-9;Satılık Daire - Ankara / Polatlı / İstiklal Mah.;2625000;Satılık Daire;4 +                          1;200;Ara Kat;18;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Zirve Gayrimenkul;15.02.2026;Ankara / Polatlı / İstiklal Mah.;https://www.hepsiemlak.com/ankara-polatli-istiklal-satilik/daire/164362-9
129057-429;Satılık Daire - Ankara / Altındağ / Aydınlıkevler Mah.;3500000;Satılık Daire;3 +                          1;120;3. Kat;31;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Hoşcan Emlak;13.02.2026;Ankara / Altındağ / Aydınlıkevler Mah.;https://www.hepsiemlak.com/ankara-altindag-aydinlikevler-satilik/daire/129057-429
82249-2191;Satılık Daire - Ankara / Keçiören / Ayvalı Mah.;19500000;Satılık Daire;4 +                          1;215;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;25;Evet;Boş;Akatlı Emlak;15.02.2026;Ankara / Keçiören / Ayvalı Mah.;https://www.hepsiemlak.com/ankara-kecioren-ayvali-satilik/daire/82249-2191
67369-4756;Satılık Daire - Ankara / Pursaklar / Mimar Sinan Mah.;7490000;Satılık Daire;4 +                          1;180;12. Kat;4;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;İmir Emlak;9.02.2026;Ankara / Pursaklar / Mimar Sinan Mah.;https://www.hepsiemlak.com/ankara-pursaklar-mimar-sinan-satilik/daire/67369-4756
113821-1266;Satılık Daire - Ankara / Çankaya / Emek Mah.;8400000;Satılık Daire;3 +                          1;138;2. Kat;27;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Polat Emlak;15.02.2026;Ankara / Çankaya / Emek Mah.;https://www.hepsiemlak.com/ankara-cankaya-emek-satilik/daire/113821-1266
144266-135;Satılık Daire - Ankara / Sincan / Fevzi Çakmak Mah.;4850000;Satılık Daire;3 +                          1;120;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Yapı Analiz İnşaat Gayrimenkul;14.02.2026;Ankara / Sincan / Fevzi Çakmak Mah.;https://www.hepsiemlak.com/ankara-sincan-fevzi-cakmak-satilik/daire/144266-135
123851-306;Satılık Daire - Ankara / Altındağ / Aydınlıkevler Mah.;1650000;Satılık Daire;1 +                          1;75;Giriş Katı;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Mühendis Emlak Müşavirliği;14.02.2026;Ankara / Altındağ / Aydınlıkevler Mah.;https://www.hepsiemlak.com/ankara-altindag-aydinlikevler-satilik/daire/123851-306
58939-177;Satılık Daire - Ankara / Yenimahalle / Varlık Mah.;4000000;Satılık Daire;2 +                          1;110;Yüksek Giriş;20;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Varlık Emlak;13.02.2026;Ankara / Yenimahalle / Varlık Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-varlik-satilik/daire/58939-177
20629-849;Satılık Daire - Ankara / Çankaya / Mürsel Uluç Mah.;6750000;Satılık Daire;4 +                          1;145;Kot 1;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;14.02.2026;Ankara / Çankaya / Mürsel Uluç Mah.;https://www.hepsiemlak.com/ankara-cankaya-mursel-uluc-satilik/daire/20629-849
142288-100;Satılık Daire - Ankara / Yenimahalle / Özevler Mah.;1450000;Satılık Daire;3 +                          1;100;Bahçe Katı;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;11.02.2026;Ankara / Yenimahalle / Özevler Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-ozevler-satilik/daire/142288-100
144287-140;Satılık Daire - Ankara / Yenimahalle / Batı Sitesi Mah.;5200000;Satılık Daire;3 +                          0;130;1. Kat;23;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Turyap Batıkent Temsilciliği;10.02.2026;Ankara / Yenimahalle / Batı Sitesi Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-bati-sitesi-satilik/daire/144287-140
145733-175;Satılık Villa - Ankara / Gölbaşı / İncek Mah.;29900000;Satılık Villa;6 +                          1;550;;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Good Invest Pro;13.02.2026;Ankara / Gölbaşı / İncek Mah.;https://www.hepsiemlak.com/ankara-golbasi-incek-satilik/villa/145733-175
142288-100;Satılık Daire - Ankara / Yenimahalle / Özevler Mah.;1450000;Satılık Daire;3 +                          1;100;Bahçe Katı;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;-;11.02.2026;Ankara / Yenimahalle / Özevler Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-ozevler-satilik/daire/142288-100
144287-140;Satılık Daire - Ankara / Yenimahalle / Batı Sitesi Mah.;5200000;Satılık Daire;3 +                          0;130;1. Kat;23;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Turyap Batıkent Temsilciliği;10.02.2026;Ankara / Yenimahalle / Batı Sitesi Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-bati-sitesi-satilik/daire/144287-140
145733-175;Satılık Villa - Ankara / Gölbaşı / İncek Mah.;29900000;Satılık Villa;6 +                          1;550;;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Good Invest Pro;13.02.2026;Ankara / Gölbaşı / İncek Mah.;https://www.hepsiemlak.com/ankara-golbasi-incek-satilik/villa/145733-175
123887-328;Satılık Daire - Ankara / Altındağ / Beşikkaya Mah.;3850000;Satılık Daire;3 +                          1;125;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;13.02.2026;Ankara / Altındağ / Beşikkaya Mah.;https://www.hepsiemlak.com/ankara-altindag-besikkaya-satilik/daire/123887-328
40002-6694;Satılık Daire - Ankara / Mamak / Zirvekent Mah.;1975000;Satılık Daire;2 +                          1;80;2. Kat;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;14;Evet;Boş;Remax Deniz;10.02.2026;Ankara / Mamak / Zirvekent Mah.;https://www.hepsiemlak.com/ankara-mamak-zirvekent-satilik/daire/40002-6694
72233-338;Satılık Daire - Ankara / Çankaya / Birlik Mah.;3950000;Satılık Daire;1 +                          1;55;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Ay Gayrimenkul Gop;9.02.2026;Ankara / Çankaya / Birlik Mah.;https://www.hepsiemlak.com/ankara-cankaya-birlik-satilik/daire/72233-338
